Lead ID,Name,Role,Industry,Posts Engaged,Connections,Engagement Rate,Recent Activity
2596,Alison Robertson,Salesforce Developer,Administrative,9.8,383,0.13,Active
2597,Joseph Butler,Financial Accountant,Accounting,16.6,1239,0.33,Active
2598,Brian Mackay,English Teacher,Public Relations (PR),18.9,1915,0.19,Inactive
2599,Matt Short,Sales Account Manager,Educator & Education,7.3,457,0.15,Inactive
2600,Virginia Mills,Financial Controller,Educator & Education,15.9,105,0.54,Active
2601,Molly Gray,Virtual Assistant,Facilities,16.7,1297,0.37,Active
2602,Jonathan Russell,Librarian,Public Relations (PR),19.0,1747,0.12,Inactive
2603,Jacob Taylor,Junior Financial Analyst,Human Resources (HR),8.2,274,0.46,Inactive
2604,Natalie Russell,Business Manager,Human Resources (HR),15.7,1324,0.52,Active
2605,Yvonne Henderson,Graphic Designer,Retail,24.6,1936,0.23,Inactive
2606,Vanessa Smith,Product Marketing Associate,IT and Development,16.7,895,0.49,Active
2607,Jason Mitchell,Preloader UPS Specialist,Law enforcement / Security,19.6,1814,0.26,Active
2608,Jan Forsyth,Junior Professional Services Engineer,Pharmaceuticals,11.8,1964,0.33,Inactive
2609,Emma Underwood,Actuary,Design,16.8,1854,0.36,Inactive
2610,Claire Langdon,Substitute Teacher,Sales,16.4,905,0.54,Active
2611,Claire Parr,Neurologist,Logistics,24.9,1817,0.33,Active
2612,Molly Baker,Instructional Designer,Retail,10.7,1357,0.36,Active
2613,Irene Glover,Patient Access Representative,Educator & Education,12.3,1845,0.32,Active
2614,Luke Mackay,Chef,Hospitality,6.2,112,0.57,Active
2615,James Bond,Appliance Service Technician,Corporate training,18.7,1721,0.25,Active
2616,Adam Quinn,Client Relations Manager,Facilities,8.1,170,0.42,Inactive
2617,Karen Clarkson,Valet,Hospitality,18.5,791,0.34,Inactive
2618,Peter Mills,Pastry Chef,Sales,20.7,224,0.58,Active
2619,Owen Oliver,Technical Account Manager,Finance,5.0,1433,0.48,Inactive
2620,Victor Blake,Nursing Supervisor,Engineering,11.8,1180,0.44,Inactive
2621,Jonathan Hamilton,Programmer,Finance,20.0,1121,0.31,Inactive
2622,Vanessa Baker,Concrete Laborer,Finance,19.1,168,0.28,Active
2623,Emily Paterson,Media Assistant,IT and Development,16.8,1000,0.51,Active
2624,William Slater,Video Editor,Hospitality,7.7,1042,0.38,Inactive
2625,Karen Burgess,Senior Product Designer,Construction,18.5,1967,0.34,Inactive
2626,Paul Parr,Guidance Counselor,Engineering,5.2,959,0.19,Active
2627,Christian Hamilton,Kindergarten Teacher,Corporate training,20.5,1015,0.13,Active
2628,Theresa Henderson,Communications Assistant,Healthcare,15.0,586,0.12,Inactive
2629,Anthony King,Intake Coordinator,Customer service,8.5,1758,0.21,Inactive
2630,Heather Clark,Hiring Specialist,Media,23.1,1896,0.58,Inactive
2631,Sally Vance,Mail Handler,Legal,15.3,1244,0.31,Inactive
2632,David Simpson,Mental Health Therapist,Media,23.1,178,0.56,Inactive
2633,Trevor MacDonald,Unit Clerk,Administrative,8.1,1052,0.55,Active
2634,Andrea Parsons,Office Assistant,Healthcare,24.3,494,0.54,Active
2635,Frank Black,Duty Manager,Accounting,24.7,1923,0.38,Inactive
2636,Lisa MacLeod,Credit Manager,Corporate training,15.5,298,0.38,Inactive
2637,Bella Burgess,Restaurant Manager,Hospitality,10.8,1036,0.36,Active
2638,Matt Powell,Business Development Manager,Production,16.5,1363,0.28,Active
2639,Zoe McLean,Crew Member,Travel & Tourism,5.1,1693,0.27,Active
2640,Nicholas Berry,Social Media Advertising Associate,Customer service,12.6,403,0.51,Active
2641,Lily Nash,Tax Preparer,Finance,18.1,1082,0.51,Inactive
2642,Sebastian Fraser,Resident Assistant,Retail,14.1,273,0.21,Active
2643,Dylan Mitchell,Staff Accountant,Healthcare,17.1,1064,0.14,Active
2644,Gabrielle Welch,Loan Officer,Educator & Education,9.0,645,0.28,Inactive
2645,Natalie Miller,Statistician,Logistics,13.3,1545,0.45,Active
2646,Sam McLean,Pest Control Technician,Finance,11.2,1678,0.35,Active
2647,Heather Dyer,Medical Transcriptionist,Law enforcement / Security,19.7,1976,0.19,Active
2648,Madeleine McGrath,Senior Product Designer,Travel & Tourism,8.1,751,0.37,Inactive
2649,Lisa Hunter,Digital Account Manager,Accounting,21.2,1108,0.11,Active
2650,Colin Miller,Kindergarten Teacher,Travel & Tourism,14.0,365,0.39,Active
2651,Carolyn McLean,Crane Operator,Production,13.2,858,0.29,Active
2652,Harry Payne,File Clerk,Real estate,19.9,822,0.49,Inactive
2653,Anna White,Kitchen Manager,Accounting,12.3,1697,0.53,Active
2654,Jake Nash,Senior Backend Developer,Facilities,8.2,1798,0.13,Inactive
2655,Sophie Morgan,Mortgage Loan Processor,Corporate training,15.1,574,0.2,Inactive
2656,Edward Payne,Personal Banker,Human Resources (HR),13.5,1698,0.41,Active
2657,John Terry,Cleaner,Media,10.6,922,0.17,Active
2658,Peter Payne,Controller,Marketing,19.2,398,0.2,Active
2659,Christopher Glover,Customer Education Specialist,Law enforcement / Security,17.7,709,0.53,Inactive
2660,Zoe Hemmings,OB-GYN,IT and Development,19.2,975,0.34,Active
2661,Liam Springer,Senior Database Engineer,Pharmaceuticals,15.0,1961,0.29,Active
2662,Andrew Bond,Financial Consultant,Design,19.7,1750,0.23,Active
2663,Owen McGrath,Help Desk Manager,Sales,6.3,936,0.36,Active
2664,Lisa Clark,Stock Clerk,Corporate training,8.9,171,0.36,Active
2665,Gordon Blake,Personal Assistant,Human Resources (HR),8.6,1278,0.35,Inactive
2666,Trevor Coleman,Landscaping Architecture,Facilities,22.6,577,0.54,Inactive
2667,Gordon McGrath,Billing Coordinator,Law enforcement / Security,19.1,1697,0.45,Inactive
2668,Adrian Bond,Pharmacist,Engineering,21.2,1082,0.32,Inactive
2669,Alexander Hamilton,Head of Growth Marketing,Corporate training,22.1,299,0.17,Active
2670,Deirdre Chapman,Marketing Coordinator,Engineering,13.0,444,0.6,Active
2671,Madeleine Gill,Warehouse Clerk,IT and Development,5.5,748,0.25,Inactive
2672,Emily Nolan,Shift Leader,Customer service,12.7,1817,0.42,Active
2673,Katherine Carr,Sales Operations Analyst,Facilities,10.9,1731,0.14,Active
2674,Sam Sharp,AI analyst,Retail,18.5,1899,0.33,Inactive
2675,Blake Bower,Certified lifeguard,Human Resources (HR),11.8,1761,0.14,Inactive
2676,Joshua Ince,Technical Trainer,Customer service,19.5,1401,0.4,Inactive
2677,Neil Nash,Personal Assistant,Sales,16.9,520,0.59,Inactive
2678,Ruth Hudson,Sales Administrator,Educator & Education,13.1,488,0.45,Active
2679,Maria Underwood,Beauty Salon Manager,Hospitality,18.8,1487,0.34,Active
2680,Yvonne Alsop,Content Marketing Intern,Pharmaceuticals,15.2,1955,0.23,Inactive
2681,Irene Springer,AI Operations Manager,Facilities,12.1,902,0.47,Inactive
2682,Austin Butler,Senior Software Developer,Corporate training,18.8,814,0.33,Active
2683,Edward Ball,Lead Data Scientist,Finance,10.7,1345,0.4,Inactive
2684,Sue Mills,Payroll Administrator,Public Relations (PR),13.6,148,0.29,Active
2685,Oliver Lewis,Director of Demand Generation,Public Relations (PR),5.9,526,0.16,Inactive
2686,Connor Turner,Loan Processor,Legal,19.0,451,0.33,Active
2687,Katherine Blake,Care Manager,Facilities,9.8,973,0.25,Inactive
2688,Owen Bower,Accounts Receivable Clerk,Retail,22.4,1465,0.21,Active
2689,Grace Duncan,English Teacher,Healthcare,16.5,1142,0.13,Inactive
2690,Abigail May,Hotel Maintenance Manager,Real estate,6.5,1453,0.26,Active
2691,Penelope Rutherford,Safety Manager,Construction,10.1,163,0.1,Active
2692,Tracey Slater,Assistant Editor,Production,6.7,993,0.53,Active
2693,Dan Terry,Technical Trainer,Real estate,20.2,588,0.21,Inactive
2694,Ryan Walsh,Senior HR Manager,IT and Development,10.7,498,0.55,Inactive
2695,Stephanie Rampling,Accounts Payable Specialist,Human Resources (HR),13.9,323,0.24,Inactive
2696,Amanda Terry,Sourcing Specialist,Logistics,14.0,1125,0.52,Inactive
2697,Charles North,IT Manager,Customer service,6.6,313,0.32,Inactive
2698,Emily Chapman,Sales Development Manager,Law enforcement / Security,18.3,545,0.29,Inactive
2699,Angela McDonald,Application Engineer,IT and Development,6.1,1156,0.52,Active
2700,Sean Terry,Translator,Real estate,14.9,752,0.31,Active
2701,Lucas Pullman,Butler,Retail,5.7,608,0.21,Inactive
2702,Grace Henderson,Account Coordinator,Retail,6.1,711,0.22,Active
2703,Gavin Churchill,Neonatology,Healthcare,23.6,1415,0.29,Active
2704,Alexandra Poole,BI Consultant,Healthcare,22.6,1855,0.28,Inactive
2705,Anne Hill,Help Desk Manager,Public Relations (PR),10.6,601,0.23,Inactive
2706,Grace Churchill,Handyman,Accounting,23.3,872,0.22,Inactive
2707,Jonathan Hill,Senior Frontend Engineer,Marketing,14.5,1308,0.22,Active
2708,Charles Springer,Coroner,Marketing,12.1,1637,0.4,Inactive
2709,Alison White,Sales Coach,Educator & Education,18.2,1344,0.49,Inactive
2710,Jake Greene,Administrative Coordinator,Educator & Education,6.5,803,0.56,Inactive
2711,Alan Lyman,Lead Teacher,Law enforcement / Security,14.5,1957,0.36,Active
2712,Phil McLean,Senior QA Automation Engineer,Facilities,21.3,324,0.52,Inactive
2713,Trevor Harris,HR Onboarding Specialist,IT and Development,12.1,1657,0.19,Inactive
2714,Lauren Short,Financial Analyst,Finance,24.7,1259,0.33,Active
2715,Virginia Clarkson,Marketing Operations Specialist,Legal,11.1,1030,0.27,Active
2716,Mary Jones,AI Strategist,Design,9.2,290,0.52,Active
2717,Alexandra Mills,Tax Manager,Media,11.3,927,0.57,Active
2718,Colin Morgan,Beauty Specialist,Travel & Tourism,24.4,140,0.36,Active
2719,Thomas Simpson,Athletic Director,Construction,14.9,191,0.12,Active
2720,Jason Burgess,Brand Strategist,Pharmaceuticals,12.3,823,0.37,Active
2721,Jane Vance,Attorney General,Media,11.1,985,0.53,Active
2722,Benjamin Newman,Restaurant Server,Media,9.2,704,0.5,Active
2723,Peter Lewis,Chef,Travel & Tourism,22.2,1961,0.22,Active
2724,Colin Sanderson,Visual Merchandiser,Law enforcement / Security,21.3,1975,0.17,Active
2725,Warren Parsons,Technical Support Engineer,Hospitality,16.0,637,0.2,Inactive
2726,Dorothy Fraser,Sales Engineer,IT and Development,20.7,1271,0.29,Inactive
2727,Max Anderson,Backend Javascript Developer,Media,15.9,1885,0.31,Active
2728,Amy Carr,Marketing Intern,Human Resources (HR),5.0,1613,0.44,Active
2729,Ella Alsop,Rails Developer,Travel & Tourism,15.9,1024,0.53,Inactive
2730,Charles Manning,Talent Acquisition Specialist,Marketing,10.6,1900,0.17,Inactive
2731,Luke Wallace,Copy Editor,Travel & Tourism,12.4,840,0.28,Inactive
2732,Elizabeth Grant,Quality Inspector,Educator & Education,23.1,1955,0.38,Inactive
2733,Megan Newman,Veterinarian,Accounting,13.6,1391,0.29,Active
2734,Irene Quinn,Clinical Coordinator,Administrative,10.1,1208,0.39,Inactive
2735,Matt King,Sales Coach,Marketing,6.9,663,0.57,Active
2736,Christopher Arnold,Archivist,Real estate,17.0,1556,0.57,Inactive
2737,Charles Forsyth,Real Estate Agent,Healthcare,19.7,1311,0.53,Inactive
2738,Austin Burgess,Procurement Manager,Legal,19.7,1025,0.6,Inactive
2739,Michael Mills,Office Administrator,Hospitality,18.4,1564,0.22,Inactive
2740,Zoe Mackay,Nonprofit CFO,Hospitality,22.0,1686,0.53,Active
2741,Jasmine Lambert,Order Filler,Sales,8.7,243,0.38,Inactive
2742,Richard Parsons,Produce Clerk,Legal,18.4,1175,0.53,Inactive
2743,Julia Peake,Church Administrator,Facilities,19.3,671,0.59,Active
2744,Julia Greene,Cabin Crew,Construction,7.5,421,0.37,Active
2745,Amanda Brown,Customer Service Trainer,Customer service,6.0,352,0.14,Active
2746,Lucas Clarkson,SEO Analyst,Retail,14.0,1980,0.54,Active
2747,Joan Berry,Branch Manager,Customer service,24.2,288,0.11,Inactive
2748,Kevin Forsyth,Machinist,Law enforcement / Security,24.1,1123,0.31,Active
2749,Matt Oliver,Plant Manager,Travel & Tourism,6.3,252,0.6,Active
2750,Colin Clark,Java Software Engineer,Public Relations (PR),24.7,229,0.55,Active
2751,Michelle Stewart,Network Administrator,Sales,12.6,676,0.2,Inactive
2752,Victoria Mackenzie,Movie Makeup Artist,Travel & Tourism,10.3,944,0.53,Active
2753,Sarah Wilkins,News Producer,Facilities,25.0,635,0.35,Inactive
2754,Sarah Brown,Medical Coder,Retail,7.2,492,0.18,Active
2755,Wendy Turner,Assistant Director,Travel & Tourism,24.3,1347,0.3,Inactive
2756,Joshua Allan,Comp Analyst,Legal,23.7,1211,0.29,Inactive
2757,Oliver Carr,Channel Partner Manager,Media,15.2,945,0.52,Active
2758,Gabrielle Peters,AI Ethics Researcher,Hospitality,5.0,647,0.31,Inactive
2759,Sophie Hudson,Transportation Manager,Administrative,7.9,1822,0.55,Inactive
2760,Edward King,House Manager,Accounting,5.5,1516,0.27,Active
2761,Andrea Carr,Accounting Assistant,Hospitality,15.1,1931,0.13,Active
2762,Phil Poole,Mail Processor,Engineering,10.5,103,0.24,Active
2763,Carolyn Brown,Housekeeping Supervisor,Engineering,20.2,210,0.42,Inactive
2764,Alan Lee,Sous Chef,Facilities,18.3,497,0.35,Active
2765,Lauren Duncan,Area Manager,Logistics,8.4,1346,0.58,Active
2766,Wanda Wilkins,VP of Talent Acquisition,IT and Development,11.5,1021,0.46,Inactive
2767,Joshua Greene,Corporate Trainer,Human Resources (HR),24.2,802,0.37,Active
2768,Megan McGrath,Manufacturing Engineer,IT and Development,15.6,1680,0.31,Active
2769,Pippa Howard,Behavioral Technician,Real estate,7.4,1104,0.22,Active
2770,Joseph Vaughan,Director of Operations,Corporate training,19.3,1431,0.35,Active
2771,Jake McDonald,Data Entry Clerk,Finance,19.7,1145,0.26,Active
2772,William Graham,Public Relations (PR) Officer,Accounting,5.5,582,0.46,Inactive
2773,Simon Ball,Operations Manager,Law enforcement / Security,21.3,1065,0.27,Active
2774,Sally Manning,Preschool Teacher,Corporate training,13.4,442,0.12,Active
2775,Trevor Avery,Marketing Coordinator,Customer service,12.7,1996,0.39,Inactive
2776,Alexandra Young,Engagement Manager,Public Relations (PR),14.0,729,0.18,Active
2777,Justin Abraham,Medical Director,IT and Development,13.2,1009,0.35,Active
2778,Ryan Dickens,NICU Nurse,Law enforcement / Security,20.5,1455,0.59,Active
2779,Emily Powell,Unit Clerk,Design,15.2,1419,0.22,Active
2780,Faith Powell,Grant Writer,Healthcare,10.1,336,0.49,Inactive
2781,Brandon Edmunds,Pipefitter,Travel & Tourism,16.0,1648,0.25,Active
2782,Joe Baker,Phlebotomist,Legal,8.0,647,0.34,Active
2783,Samantha Black,Vice President (VP) of Marketing,Corporate training,7.2,1201,0.37,Inactive
2784,Ryan Martin,Neuropsychologist,Human Resources (HR),15.0,1583,0.47,Inactive
2785,Phil Cornish,Patient Coordinator,Healthcare,9.0,309,0.47,Active
2786,Sarah Poole,Marketing Strategist,Sales,8.5,743,0.34,Active
2787,Piers Simpson,Junior Financial Analyst,Engineering,18.2,628,0.23,Active
2788,Rachel Tucker,Warehouse Associate,Construction,8.8,822,0.18,Active
2789,Molly Ellison,Scrum Master,Accounting,12.8,831,0.35,Active
2790,Tracey Randall,Finance Assistant,Engineering,23.0,718,0.17,Active
2791,Lillian Bailey,HR Onboarding Specialist,Public Relations (PR),13.7,741,0.16,Active
2792,Anthony Watson,Beauty Therapist,Design,23.4,543,0.34,Inactive
2793,Theresa James,Operating Assistant,Pharmaceuticals,11.6,274,0.28,Active
2794,Andrea Berry,Volunteer Coordinator,Media,23.4,1353,0.38,Active
2795,Max Walker,Music Producer,Retail,23.1,270,0.36,Inactive
2796,Gavin Jackson,Scrum Master,Engineering,7.4,229,0.25,Active
2797,Austin Rees,AI Product Manager,Law enforcement / Security,13.3,333,0.29,Active
2798,Ella King,Homeland Security,Administrative,18.7,188,0.51,Active
2799,Joseph Wright,Web Designer,Law enforcement / Security,17.2,655,0.56,Active
2800,Melanie Campbell,Biomedical Engineer,Design,5.4,575,0.27,Inactive
2801,Adam Clarkson,Sales Assistant,Administrative,23.4,1030,0.53,Inactive
2802,Michelle Chapman,Mover,Travel & Tourism,13.1,1741,0.47,Active
2803,Ryan Underwood,Administrator,Marketing,9.2,1512,0.44,Inactive
2804,Emma Butler,Partnership Manager,IT and Development,13.3,1716,0.19,Active
2805,Luke Ellison,Marketing Intern,Construction,13.7,1243,0.44,Active
2806,Robert Howard,Talent Sourcer,Real estate,21.5,329,0.44,Inactive
2807,Sophie Edmunds,Stock Controller,Human Resources (HR),10.2,1410,0.57,Active
2808,Kylie Reid,Architect,Accounting,9.8,925,0.36,Inactive
2809,Gavin Wilkins,Safety Coordinator,Finance,8.5,375,0.56,Active
2810,Ruth Coleman,Associate Brand Manager,Marketing,20.0,1180,0.16,Inactive
2811,Michelle Hughes,Admissions Director,Production,10.9,1999,0.56,Inactive
2812,Sarah Wilson,Sales Development Manager,Educator & Education,8.3,1340,0.48,Active
2813,Felicity Short,Attorney General,Legal,23.7,657,0.37,Active
2814,Natalie Nolan,Beauty Specialist,Healthcare,22.4,218,0.24,Active
2815,Christian Walker,Quality Manager,Retail,11.9,626,0.14,Inactive
2816,Benjamin Simpson,Meter Reader,Construction,19.3,487,0.22,Inactive
2817,Ava Paterson,Training Director,Real estate,22.0,1004,0.12,Inactive
2818,Jake Lawrence,Pharmacist,Engineering,18.0,1156,0.36,Active
2819,Jennifer Skinner,Marketing Operations Manager,Law enforcement / Security,7.2,433,0.34,Inactive
2820,Joseph Brown,Wait Staff,Sales,9.9,238,0.57,Inactive
2821,Bella Cameron,Fashion Copywriter,Corporate training,19.5,1623,0.38,Active
2822,Oliver Wilson,Bakery Clerk,Educator & Education,22.0,749,0.46,Inactive
2823,Lauren Slater,Shipping Clerk,Educator & Education,15.8,439,0.41,Inactive
2824,Karen Baker,Patient Access Representative,Construction,6.6,151,0.45,Active
2825,David Mills,Field Sales (Outside Sales) Representative,Sales,11.4,1151,0.45,Active
2826,Colin Peake,VP of HR,Real estate,19.7,174,0.54,Inactive
2827,Mary Allan,Head of HR Operations,Real estate,20.7,1501,0.15,Inactive
2828,Joan Dickens,Architect,Legal,19.0,1208,0.23,Active
2829,Molly Dowd,Software Architect,Real estate,23.0,1173,0.32,Active
2830,Andrew Taylor,Social Media Analyst,Retail,23.1,1560,0.12,Inactive
2831,Matt Ellison,Medical Secretary,Engineering,7.4,1496,0.37,Inactive
2832,Liam Henderson,Photo Editor,Corporate training,6.6,238,0.58,Active
2833,Lucas Fisher,Admissions Director,Legal,12.2,489,0.39,Inactive
2834,Matt Edmunds,Operations Manager,Educator & Education,8.0,530,0.22,Active
2835,Leonard Quinn,Beauty Salon Manager,Pharmaceuticals,5.6,1013,0.51,Active
2836,Adrian Smith,Court Clerk,Law enforcement / Security,8.5,1983,0.26,Active
2837,Olivia Simpson,Electrician,Marketing,23.8,1821,0.12,Active
2838,Connor Skinner,Design Engineer,Real estate,19.7,1843,0.28,Inactive
2839,Carolyn Greene,Grant Writer,Retail,9.3,1103,0.34,Active
2840,Dominic Bond,Marketing Consultant,Retail,17.5,105,0.11,Inactive
2841,Thomas Johnston,Copy Editor,IT and Development,15.7,1372,0.14,Active
2842,Bernadette Vance,Senior Software Developer,Travel & Tourism,17.3,208,0.25,Inactive
2843,Karen Roberts,Managing Director,Construction,11.7,1541,0.34,Active
2844,Pippa Kelly,Registrar,Real estate,22.5,1263,0.45,Inactive
2845,Matt Butler,IT Director,Legal,8.6,1935,0.55,Inactive
2846,Victor Burgess,Intake Coordinator,Human Resources (HR),16.3,137,0.55,Inactive
2847,Anthony James,Shipping Clerk,Sales,18.9,1216,0.38,Inactive
2848,Lauren Kelly,Personal Assistant,Design,22.2,1038,0.36,Inactive
2849,Michael Davidson,Substitute Teacher,Law enforcement / Security,9.4,1327,0.51,Inactive
2850,Mary Mitchell,Community Liason,Travel & Tourism,20.2,405,0.6,Active
2851,Jane Paterson,Video Game Designer,Public Relations (PR),23.6,477,0.34,Inactive
2852,Piers Mills,Webmaster,IT and Development,10.2,160,0.53,Active
